alternative_names,classification,first_name,frequency_female,frequency_male,frequency_total,frequency_group,group_name,ratio
RAELI|RAELY|RAILEI|RAILEY|RAILI|RAILY|RALEI|RALEY|RALI|RALY|RAULI|RAULY|RAYELI|RAYLI|REILI|REILY|RELI|RELY|REULI|REULY|RIELI|RIELY|RILEI|RILEY|ROELI|ROLI|ROLY|RULI|RULY,F,RAYELY,37,,37,3264,RAELI,1.0
JAZAN,M,JASAN,,35,35,55,JASAN,1.0
ESMAILDA|ESMALDA|ESMELDA|ESMILDA,F,ESMEALDA,32,,32,170,ESMILDA,1.0
IOSANA,F,IOZANA,31,,31,106,IOSANA,1.0
ALERIO|AULERIO|LERIO|OLERIO,M,LAERIO,,129,129,397,LAERIO,1.0
ANAELIA|ANALHIA|ANALIA|ANALYA|ANELIA|ANIELIA|ANILIA|ANOELIA,F,ANLIA,28,,28,22138,ANALIA,1.0
PADRO,M,PABRO,,330,330,733,PADRO,1.0
WELLIAM|WELLIAN|WHILLIAN|WIILLIAM|WIILLIAN|WILILIAN|WILLHIAM|WILLHIAN|WILLIAM|WILLIAN|WILLIANN|WILLIIAM|WILLIIAN|WILLYAM|WILLYAN|WLLIAM|WLLIAN|WOLLIAN|WUILLIAM|WUILLIAN|WULLIAM|WULLIAN|WYLLIAM|WYLLIAN|WYLLYAM|WYLLYAN,M,WALLIAN,,22,22,212543,WILLIAN,1.0
WELITO|WILITO|WUELITO,M,WELITOR,,22,22,1427,WELITO,1.0
WENDSON,M,WENDSOM,,26,26,1207,WENDSON,1.0
ABISON|ADEISOM|ADEISON|ADISOM|ADISON|ADIZON|ADYSON,M,HADISON,,43,43,6085,ADISON,1.0
MAILENA|MALENA|MELENA|MILENA|MILENNA|MILHENA|MLENA|MYLENA|MYLENNA,F,MOLENA,34,,34,166205,MILENA,1.0
GENOINO,M,JENOINO,,42,42,291,GENOINO,1.0
IVONEI|IVONEY|IVONI|IVONIR|IVONNI|IVONNY|IVONY|YVONNI,F,YVONI,70,,70,13695,IVONI,1.0
GILEUSA|GILEUZA|GLEUSA|GLEUZA|JILEUZA,F,JILEUSA,22,,22,1054,GLEUSA,1.0
EDJAN,M,EDJAM,,34,34,1021,EDJAN,1.0
ROSALINA|ROSELINA|ROSILINA|ROSOLINA|ROZALINA|ROZELINA,F,ROSLINA,60,,60,56844,ROSALINA,1.0
VERONI|VERONIR|VERONY,M,VERONEI,,22,22,1670,VERONI,1.0
CIDENEI|CIDENI|CIDENIR|CIDENY,M,CIDENEY,,25,25,671,CIDENIR,1.0
SINAI|SINAIR|SINAY|ZINAIR|ZINIA,F,SINIA,165,,165,1044,SINAIR,1.0
ELEU|ILEU|LAEU|LEU|LEUR,M,ALEU,,37,37,696,LEU,1.0
ALIPIA,F,OLIPIA,132,,132,480,ALIPIA,1.0
BENHOR|BENNO|BENO|DENO|DENOR,M,BENOR,,21,21,1801,BENO,1.0
NEIMIAS,M,NEEIMIAS,,20,20,168,NEIMIAS,1.0
JACSON|JAKSOM|JAKSON,M,JACSOM,,1428,1428,52685,JACSON,1.0
RHODRIGO|ROBRIGO|RODRIGO|RODRIGUO|RODRIIGO|RODRYGO|RRODRIGO,M,RODRRIGO,,32,32,602407,RODRIGO,1.0
WANDELEI|WANDELEY|WANDELI|WANDLEY,M,WANDELY,27,61,88,920,WANDELEY,0.6931818181818182
IRANELSON|IRANILSON,M,IRANILSOM,,111,111,3054,IRANILSON,1.0
AENOR|ENNO|ENO|ENOR|ENYO|HENO|HENOR|HENYO,M,ENHO,,23,23,1542,ENO,1.0
MURILHO|MURILO|MURLO|MURYLO,M,MURULO,,38,38,116240,MURILO,1.0
EIVANI|IVANEI|IVANEY|IVANI|IVANIR|IVANNY|IVANY|IVANYR|YVANI|YVANY,F,YVANIR,22,,22,78873,IVANI,1.0
AYSSON,M,AISSON,,108,108,130,AISSON,1.0
NAHIR|NAHYR|NAI|NAIR|NAUIR|NAY|NAYR|NIA,F,NHAIR,26,,26,118131,NAIR,1.0
REGILDO,M,REGIALDO,,262,262,1081,REGILDO,1.0
AEDI|AEDIR|EBI|EBY|EDEI|EDEIR|EDI|EDIR|EDUI|EDUIR|EDY|EDYR|HEBY|HEDI|HEDIR|HEDY,F,HEBI,75,,75,33233,EDI,1.0
CAII|CAUI|CIA|KAI|KAUEI|KAUI|KAY,M,CAI,25,116,141,510,CAI,0.8226950354609929
GABRELLE|GABRIELLE|GABRYELLE|GABRYLLE,F,GABRILLE,683,,683,23505,GABRIELLE,1.0
GEILA|GEOLAR|GEYLA|GILA|GILAR|GIULA|GIULHA|GUEILA|GUILA|GUILHA|JAALA|JAILA|JAYLA|JEILA|JEOLAR|JHEILA|JHULHA|JIULA|JIULHA|JOELA|JOELHA|JOILA|JOLAR|JOYLA|JUILA|JULHA,F,JULA,202,,202,10309,JULHA,1.0
SELENICE,F,SOLENICE,35,,35,90,SELENICE,1.0
VINICIOS|VINIICIOS|VINNICIOS|VINYCIOS|VYNICIOS,M,VINICIUOS,,144,144,98304,VINICIOS,1.0
LURINDO,M,LOURINDO,,48,48,82,LOURINDO,1.0
SALVA|SELVA|SILVA|SILVAR|SLVA|SYLVA|ZILVA,F,SILVAA,28,,28,17197,SILVA,1.0
JACON,M,JAKON,,25,25,86,JACON,1.0
TAMIELI|TAMILI|TAMILY|THAMILI|THAMILY,F,TAMYLI,22,,22,1644,TAMILI,1.0
MACALISTER,M,MAKALISTER,,25,25,84,MACALISTER,1.0
ROBIA|RODIA,M,RODAIR,,38,38,131,ROBIA,1.0
ALIFE|ALIFER|ALIFFE|ALIFFER|ALYFE|ALYFER|ALYFFER|ELIFE|ELIFER|HALIFER|LEIFE|UALIFE|UALIFER,M,HALIFE,,55,55,7590,ALIFE,1.0
GERILENE|GERLENE|JERLENE,F,JERILENE,26,,26,1159,GERLENE,1.0
EUDIO,M,EUBIO,,24,24,57,EUDIO,1.0
VENILSON,M,VENILSOM,,97,97,2434,VENILSON,1.0
RAIELA,F,RAIALA,109,,109,134,RAIALA,1.0
SINALDA|SINILDA|ZINALDA|ZINILDA,F,SINELDA,29,,29,387,ZINILDA,1.0
ERIELEN|ERLEM|ERLEN|HERLEM|HERLEN,F,ERILEN,21,,21,1505,ERLEN,1.0
LORELAYNE,F,LORELAINE,104,,104,130,LORELAINE,1.0
DIRCEMAR,F,DIRCEMA,67,,67,90,DIRCEMA,1.0
REINADO|RINADO,M,REYNADO,,30,30,1304,REINADO,1.0
AEDILSON|EDAILSON|EDEILSOM|EDEILSON|EDELSOM|EDELSON|EDIELSOM|EDIELSON|EDIILSON|EDILSOM|EDILSON|EDIUILSON|EDIULSON|EDLSOM|EDLSON|EDOILSON|EDOLSON|EDUILSOM|EDUILSON|EDYLSON|HEDILSON,M,EDILZON,,36,36,146730,EDILSON,1.0
CAELAINE|CAILAINE|CAILAYNE|CAILIANE|CALAINE|CALIANE|CALYANE|CAOLAINE|CAYLAINE|CEILIANE|CELAINE|CELIANE|CELYANE|CILAINE|CILIANE|CLAINE|CLAINER|CLAYNE|CLIANE|KAILAINE|KAILAYNE|KAILIANE|KALAINE|KALAYNE|KALIANE|KALIANNE|KALYANE|KALYANNE|KAYLAINE|KAYLAINNE|KAYLAYNE|KEILAINE|KEILIANE|KEILIANNE|KEILYANE|KELAINE|KELAYNE|KELIANE|KELIANNE|KELYANE|KELYANNE|KEULIANE|KEYLIANE|KILIANE|KLAINE|KLAYNE|KYLAINE,F,KAELAINE,134,,134,36603,KELIANE,1.0
GISELIA|GISLAI|GIZELIA|JISELIA|JIZELIA,F,GISELHIA,38,,38,10124,GISELIA,1.0
TACIO|THACIO,M,TAKIO,,21,21,4171,TACIO,1.0
NAIADY|NAYADI,F,NAIADI,82,,82,193,NAIADY,1.0
AABRAO|ABRAAO|ABRAHAO|ABRAO|ABRHAO|ABRRAO|ADRAAO|HABRAAO|HABRAO,M,ADRAO,,53,53,32296,ABRAAO,1.0
REINALDA|REINILDA|RINALDA,F,RINILDA,83,,83,2508,REINALDA,1.0
AILME|ELME|ELMER|HELME|HELMER|ILME,M,ALMER,,31,31,940,ELMER,1.0
DERIVALDA,F,BERIVALDA,30,,30,224,DERIVALDA,1.0
ERENILTON|HERENILTON,M,ERENILTOM,,28,28,979,ERENILTON,1.0
CEZINANDO,M,CESINANDO,,63,63,111,CESINANDO,1.0
VALBERLAN|VALDERLAN,M,VALDERLAM,,28,28,831,VALDERLAN,1.0
CARLIM|CARLIN|CAROLIM|CAROLIN|CAROLYN|KARLIN|KAROLIN|KAROLYN,F,CAROLINR,60,,60,2033,CAROLIN,1.0
GABREIEL|GABREIL|GABREL|GABRIEEL|GABRIEL|GABRIELR|GABRIIEL|GABRIL|GABROEL|GABRRIEL|GABRUEL|GABRYEL|GADRIEL|GHABRIEL|GHABRYEL|JABRIEL|JADRIEL,M,GABRIAL,,106,106,939097,GABRIEL,1.0
ANATALI|ANATIELI|ANATIELY|ANATOLI|ANATOLY,F,ANATALY,27,,27,386,ANATIELI,1.0
GILVANILDA,F,JILVANILDA,45,,45,517,GILVANILDA,1.0
FILADELSON,M,FLADILSON,,24,24,54,FILADELSON,1.0
VAGINE|VAGINER|VAGUINER,M,VAGUINE,,148,148,1940,VAGUINER,1.0
GABRIANA,F,JADRIANA,43,,43,82,JADRIANA,1.0
MAERLE|MERIELE|MERILE|MERLE|MERYELE,F,MERELE,56,,56,1425,MERIELE,1.0
NEWILTON,M,NEWLTON,,46,46,78,NEWLTON,1.0
LEIDELANE|LEIDILANE|LEIDLANE,F,LIDILANE,25,,25,465,LEIDILANE,1.0
PATRICKY,M,PATRICKI,,205,205,314,PATRICKI,1.0
VALDECI|VALDECIR|VALDECY|VALDECYR|VLDECI|VOLDECI|VOLDECIR,M,VLDECIR,,28,28,163274,VALDECI,1.0
JANACI|JANACY,F,JANACIR,34,,34,256,JANACI,1.0
ELEONORE,F,LEONORE,26,,26,61,ELEONORE,1.0
BELEM|BELEN|DAELEN|DELEN|DIELEM|DIELEN|DIULEN|DUELEN|DYELEN,F,DALEN,24,,24,949,DIELEN,1.0
EDSSON,M,EDSSOM,,101,101,622,EDSSON,1.0
SONAI|SONAIR|SONHIA|SONIA|SONNIA|SONYA|ZONIA,F,SONIIA,26,,26,355456,SONIA,1.0
HORIZONTINA|ORIZONTINA,F,ORISONTINA,23,,23,525,HORIZONTINA,1.0
GAEL|GAIL|GAL|GEEL|GEIEL|GEIL|GEL|GIEL|GIL|GOEL|GUEL|GUIL|JAEL|JAIL|JAL|JAUL|JEEL|JEIEL|JEIL|JEL|JEUEL|JEYEL|JHOL|JIL|JOAEL|JOAL|JOEL|JOIEL|JOIL|JOL|JUEL,M,JIEL,,22,22,159398,JOEL,1.0
HIDELMA|HIDELMAR|IDAELMA|IDALMA|IDALMAR|IDEILMA|IDELMA|IDELMAR|IDILMA|IDILMAR,F,IDAILMA,42,,42,4273,IDELMA,1.0
RAILANDERSON,M,RAYLANDERSON,,33,33,158,RAILANDERSON,1.0
FALIPE|FEILIPE|FELIIPE|FELIPE|FELIPER|FELYPE|FHELIPE|FHILIPE|FILIPE|FILIPER|FILYPE|FLIPE|FYLIPE|PHELIPE|PHELYPE|PHILIPE|PHILYPE|PHYLIPE,M,FIILIPE,,25,25,691030,FELIPE,1.0
ERAILSON|ERIELSON|ERILSOM|ERILSON|EROILSON|HERILSON,M,ERIELSOM,,34,34,1682,ERILSON,1.0
ROCKY,M,ROCKI,,28,28,89,ROCKY,1.0
CIZENANDO,M,CISENANDO,,99,99,278,CIZENANDO,1.0
GELIELSON|GILAELSON|GILAILSON|GILEILSON|GILIELSON|GLAILSON|GLAYLSON|GLEILSON|GLELSON|GLEYLSON|GLILSON|JALIELSON|JELIELSON|JULIELSOM|JULIELSON,M,JOLIELSON,,53,53,2281,JULIELSON,1.0
JOSEILA|JOSELA|JOSELHA|JOSIELA|JOSIELHA|JOSILA|JOSILHA|JOSUELA|JOSUILA|JOZELHA,F,GOSALA,41,,41,5465,JOSELHA,1.0
ELIEDINA,F,LIEDINA,30,,30,274,ELIEDINA,1.0
ELISAURA|ELIZAURA|LISAURA,F,LIZAURA,63,,63,372,ELIZAURA,1.0
KETELLIM|KETELLIN|KETELLYN|KETHELLIN|KETHELLYN|KETHILLIN|KETHLLYN|KETHYLLIN|KETILLIN|KETILLYN|KETLELIN|KETLELYN|KETLILIN|KETLLIN|KETLLYN|KETULLYN|KETYLLIN|KETYLLYN,F,KETHILLYN,83,,83,3441,KETHELLYN,1.0
FRANKILN,M,FRANKLN,,54,54,103,FRANKLN,1.0
AEDES|EBES|EDES|HEDES,M,HEBES,,24,24,1670,EDES,1.0
FLORENZA,F,FLORENSA,76,,76,98,FLORENSA,1.0
VALCELI|VALCELIR|VALCELY|VALCILEI|VALCILEY|VALCLEI|VALCLEIR,M,VALCLEY,,35,35,979,VALCELI,1.0
AANGELA|ANGALA|ANGELA|ANGILA|ANGLA|ANJALA|ANJELA,F,ANJILA,35,,35,281796,ANGELA,1.0
GILDISON|JAILDISON|JALDISON|JOELDISON,M,GELDISON,,38,38,312,GILDISON,1.0
CLAILDE|CLALBER|CLEILDE|CLELBER|KLELBER,F,CLELDE,26,,26,427,CLEILDE,1.0
ELENITE|HELENITE|LENITE,F,ALENITE,23,,23,411,ELENITE,1.0
HUDSOM|HUDSON|UBSON|UDSON,M,UDSOM,,261,261,29454,HUDSON,1.0
IRANELDE|IRANILDE,F,IRANEILDE,24,,24,5521,IRANILDE,1.0
LINDONESIA,F,LINDONEZIA,20,,20,131,LINDONESIA,1.0
TAWAM|TAWAN|THAWAN|THAWANN,M,THAWAM,,39,39,1928,TAWAN,1.0
LAUENI,F,LAUENY,23,,23,60,LAUENI,1.0
EISA|EIZA|HISA|HIZA|ISA|ISAR|IZA|IZAR|UIZA|YSA|YZA,F,UISA,28,,28,20641,ISA,1.0
JEFFRSON|JEFRRSON|JEFRSON,M,GEFRSON,,48,48,664,JEFRSON,1.0
RAINE|RAINER|RAINNE|RAINNER|RAYNE|RAYNER|RAYNNE|RAYNNER|RHAINE|RHAINER|RHAYNE|RHAYNER|RHAYNNE|RHIANE|RHYANE|RIANE|RIANNE|RUIANE|RYANE|RYANNE,F,RHYANNE,25,,25,19590,RAINE,1.0
GEOBERTO,M,JEOBERTO,,20,20,103,GEOBERTO,1.0
MARISALVA|MARISELVA|MARIZALVA,F,MARISILVA,107,,107,484,MARIZALVA,1.0
SUSIELEM|SUSIELEN|SUZELEN|SUZIELEM|SUZIELEN,F,SUZELEM,20,,20,372,SUZIELEN,1.0
TAVINE|TAVYNE|THAVINE,F,THAVYNE,125,,125,612,TAVINE,1.0
ALICSON|ALIKSON|ELICSON,M,LEIKSON,,23,23,126,ALICSON,1.0
ALCELI|ALCELIR|ALCELY|ALCIELI|ALCIELY|ALCILEI|ALCILEY|ELCELI|ELCILEI|ILCELI,M,ALCIOLI,,28,28,1190,ALCELI,1.0
DINIANE,F,DEINIANE,24,,24,47,DEINIANE,1.0
RICARDO|RIKARDO|RYCARDO,M,RIICARDO,,22,22,469796,RICARDO,1.0
ESELA|ESILA|ESLA|EZILA|EZILAR|EZUILA,F,ESILHA,21,,21,462,ESLA,1.0
BASILHO|BASILO|BAZILO,M,BAZILHO,,23,23,193,BASILO,1.0
RENAILDO|RENALDO|RENIALDO|RENILDO|RENLDO|RENOALDO|RENOLDO,M,RENEILDO,,33,33,21743,RENILDO,1.0
DENOCIR,M,DENOCI,,22,22,51,DENOCIR,1.0
AALEX|ALEX|ELEX|HALEX|LEX|UALEX,M,ALESS,,20,20,312401,ALEX,1.0
PRISCILA|PRISCLA|PRISCYLA|PRYSCILA|PRYSCYLA,F,PRISCOLA,50,,50,223983,PRISCILA,1.0
AEVELIN|EVELIM|EVELIN|EVELINN|EVELIYN|EVELYIN|EVELYM|EVELYN|EVELYNN|EVILIM|EVILIN|EVILYM|EVILYN|EVLIM|EVLIN|EVLYN|EVYLIM|EVYLIN|EVYLYN|HEVELIM|HEVELIN|HEVELYM|HEVELYN|HEVILIM|HEVILIN|HEVILYN|HEVYLIN,F,EVALIN,34,,34,124089,EVELIN,1.0
CASUO|CAZUO|KAZUO|KAZUYO,M,KASUO,,132,132,1049,KAZUO,1.0
SERAFIM|SERAFIN|SERAPHIM,M,SERAPHIN,,20,20,6127,SERAFIM,1.0
GRABRIELA,F,GRABRILA,44,,44,2665,GRABRIELA,1.0
ADALEIA|ADELEIA|ADILEIA,F,ADLEIA,130,,130,1423,ADILEIA,1.0
WESLEIS|WESLEYS|WESLYS,M,WESLIS,,48,48,202,WESLEIS,1.0
MARCELANIO,M,MARCILANIO,,28,28,51,MARCILANIO,1.0
GAILSON|GEELSON|GEILSON|GELSOM|GELSON|GELZON|GEOLSON|GEYLSON|GIELSON|GIILSON|GILSOM|GILSON|GILZON|GLSON|GOELSON|GOILSON|GOLSON|GUELSON|GUILSON|GYLSON|JAELSOM|JAELSON|JAILSOM|JAILSON|JALSON|JAYLSON|JEILSOM|JEILSON|JELSOM|JELSON|JIELSON|JILSOM|JILSON|JOAILSON|JOALSON|JOEILSON|JOELSOM|JOELSON|JOILSOM|JOILSON|JOLSON|JOYLSON|JUELSON|JUILSON|JULSON,M,GEILSOM,,275,275,348796,GILSON,1.0
ADELUZIA,F,ADELUSIA,22,,22,96,ADELUZIA,1.0
DEJAN,M,DEJAM,,21,21,197,DEJAN,1.0
RUMALDO|RUMILDO|RUMOALDO,M,RUMUALDO,,69,69,207,RUMUALDO,1.0
LAURISIA,F,LAURIZIA,37,,37,67,LAURIZIA,1.0
AGELITA,F,AJELITA,24,,24,337,AGELITA,1.0
ALBERT|ALBERTH|ELBERT|ELBERTH|HALBERT|HELBERT|HELBERTH|HILBERT|HILBERTH|ILBERT|UELBERT,M,UILBERT,,24,24,13630,ALBERT,1.0
AENE|ENAE|ENE|ENER|ENNE|ENNER|HENE|HENER|HENNE,M,HENNER,,24,24,1088,ENE,1.0
DESELINA|DESOLINA|DESULINA|DEZELINA|DEZOLINA,F,DESALINA,29,,29,654,DESOLINA,1.0
TAISLANI|TAISLANY|THAISLANY,F,THAISLANI,27,,27,243,TAISLANI,1.0
DNIFFER,F,DNIFER,123,,123,147,DNIFER,1.0
GENEFER|GENEFFE|GENEFFER|GENNEFER|JENEFE|JENEFER|JENEFFE|JENEFFER|JENNEFE|JENNEFER|JENNEFFER|JHENEFE|JHENEFER|JHENEFFE|JHENEFFER|JHENNEFE|JHENNEFER|JHENNEFFER,F,GENEFE,125,,125,9689,JENEFER,1.0
LAUSINA|LAUZINA,F,LAUZINHA,52,,52,420,LAUZINA,1.0
KATRIELE,F,CATRIELE,116,,116,233,KATRIELE,1.0
CAIANI|KAIANI|KAIANNY|KAIANY|KAYANI|KAYANNY|KAYANY,F,CAIANY,26,,26,660,KAIANY,1.0
NAELSO|NAILSO|NAILZO|NELSO|NELZO|NIELSO|NILSO|NILZO|NOELSO,M,NEILSO,,78,78,10627,NELSO,1.0
MARIDETE,F,MARIBETE,37,,37,1108,MARIDETE,1.0
VADEIR|VADI|VADIR|VADUIR,M,VADEI,,40,40,1909,VADIR,1.0
CLAEDSON|CLEBSOM|CLEBSON|CLEDSOM|CLEDSON|KLEBSON|KLEDSOM|KLEDSON,M,KLEBSOM,,76,76,22338,CLEBSON,1.0
AGAHTA|AGATA|AGATAR|AGATHA|AGHATA|AGHATHA|AHGATA|HAGATA|HAGATHA|HAGHATA,F,AGATAH,58,,58,41094,AGATA,1.0
NIRLEI|NIRLEY,F,NEIRIELI,43,,43,1093,NIRLEI,1.0
FRANCILIS|FRANCLIS|FRANKLIS,F,FRANCELIS,36,,36,98,FRANKLIS,1.0
FRANCINEIDE,F,FRANCINIDE,45,,45,18478,FRANCINEIDE,1.0
GLEICI|GLEICY|GLEYCI|GLEYCY|GLICI|JULICI,F,JOELICI,33,,33,4182,GLEICI,1.0
ESAEL|ESAL|ESAUL|ESIEL|ESIL|ESOEL|EZAEL|EZAL|EZAUL|EZEUIEL|EZIEL|EZIL|EZOEL|EZUEL,M,EZEL,,22,22,2629,EZIEL,1.0
ALVAI|ALVAIR|ALVIA|ELVAIR|ELVIA|HELVIA|ILVAIR|ILVIA|LVIA|OLVAIR,F,OLVIA,151,,151,3219,ELVIA,1.0
ALIELE|ALILE|ALLE|ALLER|AYLLE|ELAILE|ELEALE|ELIELE|ELLE|ELLER|EULLE|EULLER|HALLE|HALLER|HELLE|HELLER|HEULLER|HILLER|IALLE|IULLE|LAELE|LAILE|LEILE|LELE|LIELE|LILE|LUELE|LUIELE|UILLER|ULLE|YALLE|YOLLE|YULLE,M,ELIALE,,27,27,3984,EULLER,1.0
GEOGINA|JEOGINA,F,GEOJINA,24,,24,603,GEOGINA,1.0
BRAHIM|BRAIM|BRAIN|BRAYM|BRAYN|BRIAM|BRIAN|BRYAM|BRYAN|BRYANN|DRIAN|DRYAN,M,BRIYAN,,39,39,27766,BRYAN,1.0
ALECHINA|ALEXINA,F,ELEXINA,22,,22,462,ALEXINA,1.0
KETELLE|KETHELLE|KETLLE|KETYLLE,F,KETILLE,46,,46,213,KETELLE,1.0
GERINA,F,JERINA,32,,32,210,GERINA,1.0
ALDEVIR|ELDEVIR,M,ALDEVI,,22,22,192,ALDEVIR,1.0
CAIUAN|KAYUAN,M,KAIUAN,,66,66,156,KAIUAN,1.0
CAELINE|CAILINE|CALINE|CALINNE|CALYNE|CAOLINE|CAULINE|CELINE|CELYNE|CILINE|CLEINE|CLEINER|COLINE|KAELINE|KAILINE|KALINE|KALINNE|KALYNE|KALYNNE|KAOLINE|KAYLINE|KEILINE|KELINE|KELYNE|KLEINE|KLEINER|KLEYNER,F,CILEINE,32,,32,25095,KALINE,1.0
LISERIO,M,ELISERIO,,22,22,68,LISERIO,1.0
TAUE,M,THAUE,,28,28,112,TAUE,1.0
GESRAEL|JESRAEL|JESREEL|JESREL|JEZRAEL|JEZREEL|JEZREL,M,JESRREL,,23,23,626,JEZREEL,1.0
AABRAO|ABRAAO|ABRAHAO|ABRAO|ABRHAO|ABRRAO|ADRAO|HABRAAO|HABRAO,M,ADRAAO,,28,28,32296,ABRAAO,1.0
EMERSSOM|EMERSSON,M,HEMERSSON,,40,40,1497,EMERSSON,1.0
CHEIENE|CHEYENE|CHEYENNE|SHEYENE|SHEYENNE|SHYENE,F,SHEIENE,31,,31,417,CHEYENNE,1.0
ALUCAS|LUCAS|LUKAS,M,LUCAZ,,134,134,1130244,LUCAS,1.0
KAROENA,F,CAROENA,22,,22,42,CAROENA,1.0
CAELSON|CAILSON|CEILSON|CELSOM|CELSON|CILSON|KAELSON|KAILSON|KEILSON|KELSON|KIELSON|KILSON,M,KELSOM,,157,157,12968,CELSON,1.0
ESAU|EZAU,M,EZAUR,,22,22,2068,ESAU,1.0
ROBENIR|RODENEI|RODENEY|RODENI|RODENIR,M,ROBENI,28,38,66,350,RODENEI,0.5757575757575758
AELSON|AILSOM|AILSON|AILZON|ALSOM|ALSON|AYLSON|EIELSON|EILSOM|EILSON|ELSOM|ELSON|ELZON|EUILSON|HAILSON|HELSOM|HELSON|HILSOM|HILSON|HUELSON|HUILSON|IELSON|ILSOM|ILSON|ILZON|LSON|OELSON|OILSOM|OILSON|OLSON|UALSON|UELSOM|UELSON|UILSOM|UILSON|ULSON|YLSON,M,AELSOM,,202,202,81766,ELSON,1.0
ITAILANE,F,ITALANE,21,,21,76,ITAILANE,1.0
CLEUBIA|CLEUDIA,M,CLEUDAIR,,45,45,709,CLEUDIA,1.0
HIEGO|HYEGO|IEGO|IEGOR|YEGO,M,YEGOR,,21,21,1270,IEGO,1.0
ABRIELE|ADREIELE|ADREILE|ADRELE|ADRIELE|ADRIELHE|ADRILE|ADRYELE|HADRIELE,F,ADRIALE,31,,31,67395,ADRIELE,1.0
ALEIDIANE|ALIDIANE|ELEIDIANE|ELIDIANE|ELYDIANE|HELIDIANE|ILIDIANE|LEIDAINE|LEIDIANE|LEIDIANNE|LEIDYANE|LEIDYANNE|LEYDIANE|LEYDIANNE|LIBIANE|LIDIANE|LIDIANNE|LIDYANE|LIDYANNE|LYDIANE|LYDIANNE|OLIDIANE,F,LUIDIANE,21,,21,147545,LIDIANE,1.0
GABREIELA|GABREILA|GABRELA|GABRIALA|GABRIELA|GABRILA|GABROELA|GABRRIELA|GABRYELA|GADRIELA|GHABRIELA,F,GABRUELA,40,,40,384830,GABRIELA,1.0
CAILSON|CEILSON|CELSOM|CELSON|CILSON|KAELSON|KAILSON|KEILSON|KELSOM|KELSON|KIELSON|KILSON,M,CAELSON,,32,32,12968,CELSON,1.0
AILOM|AILON|AILYON|ALOM|ALON|AYLON|ELOM|ELON|ELYON|HAILON|HAYLON|HELOM|HELON|HILON|ILON|LON|LYON|UILON,M,EILON,,38,38,4241,ELON,1.0
THINA|THYNA|TINA|TINHA|TYNA,F,TEINA,44,,44,1507,TINA,1.0
HISAO|ISAO,F,HISAYO,28,,28,450,ISAO,1.0
RAILAM|RAILAN|RALAN|RAULAN|RAYLAM|RAYLAN|REILAN|REYLAN|RHAYLAN|ROLAN|RUILAN,M,RILAN,,48,48,9415,RAILAN,1.0
LELINO|LEOLINO|LIOLINO,M,LELINHO,,33,33,742,LEOLINO,1.0
GOVANA|GYOVANA|GYOVANNA|JHOVANA|JHOVANNA|JOVANA|JOVANNA|JYOVANNA,F,GOVANNA,89,,89,6925,JOVANA,1.0
ANTILIO|ANTOLIO|ANTULIO,M,ANTELIO,,25,25,173,ANTULIO,1.0
SAARA|SAARAH|SAHARA|SAHRA|SARA|SARAA|SARAH|SARHA|SARRA|ZAHARA|ZAHRA|ZAHRAA|ZARA|ZARAH,F,SARAR,26,,26,274078,SARA,1.0
NASINHA|NAZINHA,F,NAZINA,43,,43,753,NAZINHA,1.0
GALO|GILO|JAILO|JAULO|JOELHO|JULHO|JULHOR|JULO|JULUO|JULYO,M,JUILO,,40,40,11870,JULHO,1.0
OTACILO,M,OTACILHO,,179,179,613,OTACILO,1.0
WALLINGTON|WELLEINGTON|WELLINGHTON|WELLINGTHON|WELLINGTOM|WELLINGTON|WELLINJTON|WELLYNGTON|WHELLINGTON|WILLINGTON|WLLINGTON|WUELLINGTON|WULLINGTON,M,WELLIINGTON,,56,56,80584,WELLINGTON,1.0
CLEONA,M,CLEONAR,28,49,77,102,CLEONAR,0.6363636363636364
CECIIA|CEKIA|KECIA|KECYA,F,CECIA,36,,36,2074,KECIA,1.0
LUCIMIR,F,LUCIMEI,39,,39,118,LUCIMIR,1.0
EZION,M,ESION,,26,26,89,EZION,1.0
CREUSALINA|CREUSELINA|CREUZELINA,F,CREUZALINA,44,,44,181,CREUZELINA,1.0
ALEIXA|ALISSA|ALISSAR|ALYSSA|ELISSA|ELYSSA|HALISSA|HELISSA|LEISSA|LISSA|LUISSA|LYSSA,F,LAEISSA,38,,38,4187,ALISSA,1.0
ENRIQUETA|HENRIQUETA|HENRRIQUETA,F,ENRRIQUETA,38,,38,2706,HENRIQUETA,1.0
LICETE,F,ELICETE,23,,23,97,LICETE,1.0
EBESON|EDESON|HEBESON,M,EDESOM,,222,222,2613,EDESON,1.0
LUCEILMA|LUCELMA|LUCIELMA|LUCILMA,M,LUCILMAR,,21,21,4175,LUCIELMA,1.0
ANDRSOM|ANDRSON,M,ANDRRSON,,22,22,665,ANDRSON,1.0
ADAILON|ADEILON|ADELON|ADILON|ADLON,M,ADILOM,,76,76,1780,ADILON,1.0
ULTIMO,M,ALTIMO,,20,20,206,ULTIMO,1.0
MILIENE,F,MELIENE,20,,20,172,MILIENE,1.0
MICHAELLE|MICHELLE|MICHILLE|MICHLELE|MYCHELLE,F,MICHLLE,67,,67,33245,MICHELLE,1.0
GIME|JEIME|JEYME|JHEIME|JHEYME|JIME,M,GEIME,35,74,109,705,JEIME,0.6788990825688074
